Rk,Year,Lg,Rnd,Pick,Tm,Player,Pos,School,Coach
38,1987,NFL,4,87,TAM,Ron Hall,TE,Hawaii,Norm Chow
39,1987,NFL,6,151,DAL,Joe Onosai,G,Hawaii,Norm Chow
40,1987,NFL,9,243,SEA,M.L. Johnson,LB,Hawaii,Norm Chow
41,1986,NFL,2,45,WAS,Walter Murray,WR,Hawaii,Norm Chow
42,1986,NFL,9,227,STL,Kent Kafentzis,DB,Hawaii,Norm Chow
43,1986,NFL,9,245,NYJ,Nuu Faaola,RB,Hawaii,Norm Chow
44,1985,NFL,5,122,WAS,Raphel Cherry,DB,Hawaii,Norm Chow
45,1985,NFL,6,166,NYJ,Rich Miano,DB,Hawaii,Norm Chow
46,1985,NFL,7,170,HOU,Mike Akiu,WR,Hawaii,Norm Chow
47,1984,NFL,7,194,MIA,Bernard Carvalho,G,Hawaii,Norm Chow
48,1984,NFL,8,201,STL,Niko Noga,LB,Hawaii,Norm Chow
49,1983,NFL,7,174,PHI,Anthony Edgar,RB,Hawaii,Norm Chow
50,1983,NFL,9,225,BAL,Jim Mills,T,Hawaii,Norm Chow
51,1983,NFL,11,289,SFO,Jesse Sapolu,C,Hawaii,Norm Chow
52,1982,NFL,6,148,HOU,Gary Allen,RB,Hawaii,Norm Chow
53,1982,NFL,7,176,ATL,David Toloumu,RB,Hawaii,Norm Chow
54,1982,NFL,8,199,CLE,Mark Kafentzis,DB,Hawaii,Norm Chow
55,1982,NFL,10,269,SFO,Dana McLemore,DB,Hawaii,Norm Chow
56,1980,NFL,9,222,DET,DeWayne Jett,WR,Hawaii,Norm Chow
57,1980,NFL,9,223,DET,Tom Tuinei,DT,Hawaii,Norm Chow
58,1979,NFL,8,210,SDG,Wilbert Haslip,RB,Hawaii,Norm Chow
59,1977,NFL,4,106,PIT,Dan Audick,T,Hawaii,Norm Chow
60,1976,NFL,3,76,DET,John Woodcock,DT,Hawaii,Norm Chow
61,1976,NFL,9,254,WAS,Curtis Akins,G,Hawaii,Norm Chow
62,1974,NFL,2,52,MIA,Jeris White,DB,Hawaii,Norm Chow
63,1974,NFL,17,425,SFO,Levi Stanley,G,Hawaii,Norm Chow
64,1973,NFL,16,410,DAL,John Conley,TE,Hawaii,Norm Chow
65,1972,NFL,10,257,KAN,Rich Ruppert,T,Hawaii,Norm Chow
66,1972,NFL,13,327,ATL,Henry Sovio,TE,Hawaii,Norm Chow
67,1971,NFL,10,239,NOR,Rocky Pamplin,RB,Hawaii,Norm Chow
68,1971,NFL,16,403,SDG,Ed Foote,C,Hawaii,Norm Chow
69,1970,NFL,12,308,RAM,Larry Arnold,QB,Hawaii,Norm Chow
70,1969,NFL,8,187,CIN,Tim Buchanan,LB,Hawaii,Norm Chow
71,1969,NFL,10,241,NOR,McKinley Reynolds,RB,Hawaii,Norm Chow
72,1968,NFL,16,428,DAL,Larry Cole,DE,Hawaii,Norm Chow
