Rk,Year,Lg,Rnd,Pick,Tm,Player,Pos,School,Coach
186,1962,NFL,11,145,PIT,Bob Wills,E,California,Tom Holmoe
187,1962,NFL,13,176,SFO,George Pierovich,B,California,Tom Holmoe
188,1962,NFL,19,266,GNB,Jerry Scattini,B,California,Tom Holmoe
189,1960,AFL,,0,BOS,Frank Sally,T,California,Tom Holmoe
190,1960,NFL,8,85,STL,Wayne Crow,HB,California,Tom Holmoe
191,1959,NFL,18,209,WAS,Joe Kapp,QB,California,Tom Holmoe
192,1959,NFL,26,310,NYG,Frank Doretti,C,California,Tom Holmoe
193,1958,NFL,2,17,PHI,Proverb Jacobs,T,California,Tom Holmoe
194,1957,NFL,6,67,CLE,Harley Martin,T,California,Tom Holmoe
195,1956,NFL,4,48,RAM,Jim Carmichael,E,California,Tom Holmoe
196,1956,NFL,28,328,SFO,Jerry Drew,B,California,Tom Holmoe
197,1955,NFL,4,45,SFO,Matt Hazeltine,LB,California,Tom Holmoe
198,1955,NFL,12,139,RAM,Jim Hanifan,E,California,Tom Holmoe
199,1955,NFL,16,183,WAS,Hal Norris,LB,California,Tom Holmoe
200,1955,NFL,19,226,SFO,John Garzoli,T,California,Tom Holmoe
201,1954,NFL,8,86,CRD,Paul Larson,QB,California,Tom Holmoe
202,1954,NFL,14,167,SFO,Sammy Williams,B,California,Tom Holmoe
203,1954,NFL,23,274,RAM,Don Marks,B,California,Tom Holmoe
204,1953,NFL,1,4,CRD,Johnny Olszewski,FB,California,Tom Holmoe
205,1953,NFL,3,34,PHI,Don Johnson,HB,California,Tom Holmoe
206,1953,NFL,17,199,CHI,Bob Beal,E,California,Tom Holmoe
207,1953,NFL,19,219,BAL,Bill Powell,B,California,Tom Holmoe
208,1952,NFL,1,2,DTX,Les Richter,LB,California,Tom Holmoe
209,1952,NFL,6,65,PHI,Dick LemMon,B,California,Tom Holmoe
210,1952,NFL,7,81,SFO,Don Robison,B,California,Tom Holmoe
211,1952,NFL,11,131,NYG,Charlie Harris,C,California,Tom Holmoe
212,1952,NFL,17,203,NYG,Bob Karpe,T,California,Tom Holmoe
213,1952,NFL,18,211,WAS,Ed Bartlett,E,California,Tom Holmoe
214,1952,NFL,24,286,SFO,Ralph Kreuger,T,California,Tom Holmoe
215,1952,NFL,29,343,WAS,John Pappa,B,California,Tom Holmoe
216,1952,NFL,29,347,NYG,Jim Dillon,B,California,Tom Holmoe
217,1952,NFL,29,349,RAM,Gerry Perry,T,California,Tom Holmoe
218,1951,NFL,2,17,SFO,Pete Schabarum,HB,California,Tom Holmoe
219,1951,NFL,12,137,SFO,Jim Monachino,HB,California,Tom Holmoe
220,1951,NFL,19,231,CLE,Ray Solari,G,California,Tom Holmoe
221,1950,NFL,10,127,SFO,Bob Celeri,QB,California,Tom Holmoe
222,1950,NFL,17,214,WAS,Jim Cullom,G,California,Tom Holmoe
223,1950,NFL,19,245,SFO,Forest Klein,G,California,Tom Holmoe
224,1950,NFL,26,339,PHI,Rod Franz,G,California,Tom Holmoe
225,1950,NFL,29,373,CRD,Bill Montagne,B,California,Tom Holmoe
226,1949,NFL,7,67,RAM,Jon Baker,DG,California,Tom Holmoe
227,1949,NFL,15,148,WAS,Gene Frassetto,T,California,Tom Holmoe
228,1949,NFL,24,238,WAS,Jim Cullom,G,California,Tom Holmoe
229,1948,NFL,19,173,CHI,Bob Hileman,C,California,Tom Holmoe
230,1948,NFL,23,213,PHI,Jack Swaner,B,California,Tom Holmoe
231,1948,NFL,29,272,CHI,Frank Van Deren,E,California,Tom Holmoe
232,1947,NFL,14,125,CHI,Jim Turner,T,California,Tom Holmoe
233,1947,NFL,23,211,GNB,Ron Sockolov,T,California,Tom Holmoe
234,1947,NFL,25,233,RAM,Bob Dal Porto,B,California,Tom Holmoe
235,1947,NFL,25,235,CHI,John Cunningham,E,California,Tom Holmoe
236,1946,NFL,6,50,RAM,Newell (Ace) Oestreich,B,California,Tom Holmoe
237,1946,NFL,7,54,CHI,Wendell Beard,T,California,Tom Holmoe
238,1946,NFL,29,278,DET,Bill Agnew,B,California,Tom Holmoe
239,1946,NFL,31,294,WAS,Sarkis Takesian,B,California,Tom Holmoe
240,1945,NFL,5,37,RAM,Roger Harding,C,California,Tom Holmoe
241,1945,NFL,8,67,BOS,John Dodds,G,California,Tom Holmoe
242,1945,NFL,16,164,GNB,Harry Pieper,C,California,Tom Holmoe
243,1944,NFL,23,237,WAS,Bill Reinhard,B,California,Tom Holmoe
244,1943,NFL,8,63,BKN,John Ferguson,E,California,Tom Holmoe
245,1943,NFL,9,79,CHI,Jim Jurkovich,B,California,Tom Holmoe
246,1943,NFL,31,293,GNB,Brunel Christensen,T,California,Tom Holmoe
247,1942,NFL,5,34,CRD,Bob Reinhard,T,California,Tom Holmoe
248,1941,NFL,14,124,RAM,Bill Elmore,B,California,Tom Holmoe
249,1940,NFL,6,50,NYG,Lou Smith,B,California,Tom Holmoe
250,1940,NFL,11,97,CHI,Lee Artoe,T,California,Tom Holmoe
251,1939,NFL,4,30,BKN,Vic Bottari,B,California,Tom Holmoe
252,1939,NFL,6,48,WAS,Dave Anderson,B,California,Tom Holmoe
253,1939,NFL,18,170,NYG,Will Dolman,E,California,Tom Holmoe
254,1938,NFL,3,24,WAS,Sam Chapman,B,California,Tom Holmoe
255,1938,NFL,4,27,PHI,John Meek,B,California,Tom Holmoe
256,1938,NFL,4,30,CRD,Bob Herwig,C,California,Tom Holmoe
257,1938,NFL,6,43,BKN,Perry Schwartz,E,California,Tom Holmoe
258,1936,NFL,6,47,BOS,Larry Lutz,T,California,Tom Holmoe
